"","correctedCR","CR"
"138","MIKE K HAZAN T HAZZAN O EQUALIZING DATA SCIENCE CURRICULUM FOR COMPUTER SCIENCE PUPILS KOLI CALLING20 PROCEEDINGS OF THE 20TH KOLI CALLING INTERNATIONAL CONFERENCE ON COMPUTING EDUCATION RESEARCH PP 1-5 2020","MIKE K HAZAN T HAZZAN O EQUALIZING DATA SCIENCE CURRICULUM FOR COMPUTER SCIENCE PUPILS IN KOLI CALLING20 PROCEEDINGS OF THE 20TH KOLI CALLING INTERNATIONAL CONFERENCE ON COMPUTING EDUCATION RESEARCH PP 1-5 2020"
"139","ROSENBERG-KIMA R B MIKE K TEACHING ONLINE TEACHING USING THE TASK-CENTERED INSTRUCTIONAL DESIGN STRATEGY FOR ONLINE COMPUTER SCIENCE TEACHERS PREPARATION TEACHING TECHNOLOGY AND TEACHER EDUCATION DURING THE COVID-19 PANDEMIC STORIES FROM THE FIELD PP 119-123 2020","ROSENBERG-KIMA RB MIKE K TEACHING ONLINE TEACHING USING THE TASK-CENTERED INSTRUCTIONAL DESIGN STRATEGY FOR ONLINE COMPUTER SCIENCE TEACHERS PREPARATION TEACHING TECHNOLOGY AND TEACHER EDUCATION DURING THE COVID-19 PANDEMIC STORIES FROM THE FIELD PP 119-123 2020"
"151","HEINEMANN B OPEL S BUDDE L SCHULTE C FRISCHEMEIER D BIEHLER R PODWORNY S WASSONG T DRAFTING A DATA SCIENCE CURRICULUM FOR SECONDARY SCHOOLS PROCEEDINGS OF THE 18TH KOLI CALLING INTERNATIONAL CONFERENCE ON COMPUTING EDUCATION RESEARCH—KOLI CALLING18 PP 1-5 2018","HEINEMANN B ET AL DRAFTING A DATA SCIENCE CURRICULUM FOR SECONDARY SCHOOLS ACM INT CONF PROCEEDING SER 2018"
"152","HEINEMANN B OPEL S BUDDE L SCHULTE C FRISCHEMEIER D BIEHLER R PODWORNY S WASSONG T DRAFTING A DATA SCIENCE CURRICULUM FOR SECONDARY SCHOOLS PROCEEDINGS OF THE 18TH KOLI CALLING INTERNATIONAL CONFERENCE ON COMPUTING EDUCATION RESEARCH—KOLI CALLING18 PP 1-5 2018","HEINEMANN B ET AL DRAFTING A DATA SCIENCE CURRICULUM FOR SECONDARY SCHOOLS PROCEEDINGS OF THE ACM INT CONF PROCEEDING SER PP 1-5 2018"
"153","HEINEMANN B OPEL S BUDDE L SCHULTE C FRISCHEMEIER D BIEHLER R PODWORNY S WASSONG T DRAFTING A DATA SCIENCE CURRICULUM FOR SECONDARY SCHOOLS PROCEEDINGS OF THE 18TH KOLI CALLING INTERNATIONAL CONFERENCE ON COMPUTING EDUCATION RESEARCH—KOLI CALLING18 PP 1-5 2018","HEINEMANN B OPEL S BUDDE L SCHULTE C FRISCHEMEIER D BIEHLER R PODWORNY S WASSONG T DRAFTING A DATA SCIENCE CURRICULUM FOR SECONDARY SCHOOLS PROCEEDINGS OF THE 18TH KOLI CALLING INTERNATIONAL CONFERENCE ON COMPUTING EDUCATION RESEARCH PP 1-5 2018"
"154","TARTARO A CHOSED RJ COMPUTER SCIENTISTS AT THE BIOLOGY LAB BENCH PROCEEDINGS OF THE 46TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 120-125 2015","TARTARO A CHOSED R J COMPUTER SCIENTISTS AT THE BIOLOGY LAB BENCH PROCEEDINGS OF THE 46TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 120-125 2015"
"155","TARTARO A CHOSED RJ COMPUTER SCIENTISTS AT THE BIOLOGY LAB BENCH PROCEEDINGS OF THE 46TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 120-125 2015","TARTARO A CHOSED RJ COMPUTER SCIENTISTS AT THE BIOLOGY LAB BENCH SIGCSE 2015-PROC 46TH ACM TECH SYMP COMPUT SCI EDUC PP 120-125 2015"
"156","TARTARO A CHOSED RJ COMPUTER SCIENTISTS AT THE BIOLOGY LAB BENCH PROCEEDINGS OF THE 46TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 120-125 2015","TARTARO A CHOSED RJ COMPUTER SCIENTISTS AT THE BIOLOGY LAB BENCH SIGCSE 2015-PROCEEDINGS OF THE 46TH ACM TECH SYMP COMPUT SCI EDUC PP 120-125 2015"
"161","LEE VR WILKERSON MH LANOUETTE K A CALL FOR A HUMANISTIC STANCE TOWARD K–12 DATA SCIENCE EDUCATION EDUCATIONAL RESEARCHER 50 9 PP 664-672 2021","LEE VR WILKERSON MH LANOUETTE K A CALL FOR A HUMANISTIC STANCE TOWARD K-12 DATA SCIENCE EDUCATION EDUCATIONAL RESEARCHER 50 9 PP 664-672 2021"
"162","LEE VR WILKERSON MH LANOUETTE K A CALL FOR A HUMANISTIC STANCE TOWARD K–12 DATA SCIENCE EDUCATION EDUCATIONAL RESEARCHER 50 9 PP 664-672 2021","LEE VR HODA WILKERSON M LANOUETTE K A CALL FOR A HUMANISTIC STANCE TOWARD K12 DATA SCIENCE EDUCATION EDUCATIONAL RESEARCHER 50 9 PP 664-672 2021"
"163","LEE VR WILKERSON MH LANOUETTE K A CALL FOR A HUMANISTIC STANCE TOWARD K–12 DATA SCIENCE EDUCATION EDUCATIONAL RESEARCHER 50 9 PP 664-672 2021","LEE VR WILKERSON MH LANOUETTE K A CALL FOR A HUMANISTIC STANCE TOWARD K–12 DATA SCI- ENCE EDUCATION EDUCATIONAL RESEARCHER 50 9 PP 664-672 2021"
"169","GOULD R BARGAGLIOTTI A JOHNSON T AN ANALYSIS OF SECONDARY TEACHERS REASONING WITH PARTICIPATORY SENSING DATA STAT EDUC RES J 16 2 PP 305-334 2017","GOULD R BARGAGLIOTTI A JOHNSON T AN ANALYSIS OF SECONDARY TEACHERS REASONING WITH PARTICIPATORY SENSING DATA STATISTICS EDUCATION RESEARCH JOURNAL 16 2 PP 305-334 2017"
"174","GOULD R MACHADO S ONG C JOHNSON T MOLYNEUX J NOLEN S TANGMUNARUNKIT H TRUSELA L ZANONTIAN L ENGEL J TEACHING DATA SCIENCE TO SECONDARY STUDENTS THE MOBILIZE INTRODUCTION TO DATA SCIENCE CURRICULUM PROMOTING UNDERSTANDING OF STATISTICS ABOUT SOCIETY PROCEEDINGS OF THE ROUNDTABLE CONFERENCE OF THE INTERNATIONAL ASSOCIATION OF STATISTICS EDUCATION IASE 2016","GOULD R MACHADO S ONG C JOHNSON T MOLYNEUX J NOLEN S ZANONTIAN L TEACHING DATA SCIENCE TO SECONDARY STUDENTS THE MOBILIZE INTRODUCTION TO DATA SCIENCE CURRICULUM PROMOTING UNDERSTANDING OF STATISTICS ABOUT SOCIETY PROCEEDINGS OF THE ROUNDTABLE CONFERENCE OF THE INTERNATIONAL ASSOCIATION OF STATISTICS EDUCATION IASE 2016"
"175","DIGNAZIO C KLEIN LF DATA FEMINISM 2020","DIGNAZIO C KLEIN L F DATA FEMINISM 2020"
"176","DIGNAZIO C KLEIN LF DATA FEMINISM 2020","DIGNAZIO C KLEIN L DATA FEMINISM MIT PRESS 2020"
"","ENGEL J STATISTICAL LITERACY FOR ACTIVE CITIZENSHIP A CALL FOR DATA SCIENCE EDUCATION STATISTICS EDUCATION RESEARCH JOURNAL 16 1 PP 44-49 2017","ENGEL J STATISTICAL LITERACY FOR ACTIVE CITIZENSHIP A CALL FOR DATA SCIENCE EDUCATION STAT EDUC RES J 16 1 PP 44-49 2017"
"","ENGEL J STATISTICAL LITERACY FOR ACTIVE CITIZENSHIP A CALL FOR DATA SCIENCE EDUCATION STATISTICS EDUCATION RESEARCH JOURNAL 16 1 PP 44-49 2017","ENGEL J 2017 STATISTICS EDUCATION RESEARCH JOURNAL V16 P44 DOI DOI 1052041/SERJV16I1213"
"","ENGEL J STATISTICAL LITERACY FOR ACTIVE CITIZENSHIP A CALL FOR DATA SCIENCE EDUCATION STATISTICS EDUCATION RESEARCH JOURNAL 16 1 PP 44-49 2017","ENGEL J 2017 STATISTICS EDUCATION RESEARCH JOURNAL V16 P44 DOI 1052041/SERJV16I1213 DOI 1052041/SERJV16I1213"
"180","RIDGWAY J IMPLICATIONS OF THE DATA REVOLUTION FOR STATISTICS EDUCATION INTERNATIONAL STATISTICAL REVIEW 84 3 PP 528-549 2016","RIDGWAY J IMPLICATIONS OF THE DATA REVOLUTION FOR STATISTICS EDUCATION INT STAT REV 84 3 PP 528-549 2016"
"181","BRUNNER RJ KIM EJ TEACHING DATA SCIENCE PROCEDIA COMPUTER SCIENCE 80 PP 1947-1956 2016","BRUNNER R KIM E TEACHING DATA SCIENCE PROCEDIA COMPUTER SCIENCE 80 PP 1947-1956 2016"
"182","BRUNNER RJ KIM EJ TEACHING DATA SCIENCE PROCEDIA COMPUTER SCIENCE 80 PP 1947-1956 2016","BRUNNER R J KIM E J TEACHING DATA SCIENCE PROCEDIA COMPUTER SCIENCE 80 PP 1947-1956 2016"
"183","BRUNNER RJ KIM EJ TEACHING DATA SCIENCE PROCEDIA COMPUTER SCIENCE 80 PP 1947-1956 2016","BRUNNER R KIM E TEACHING DATA SCIENCE PROCEDIA COMPUT SCI 80 PP 1947-1956 2016"
"184","BRUNNER RJ KIM EJ TEACHING DATA SCIENCE PROCEDIA COMPUTER SCIENCE 80 PP 1947-1956 2016","BRUNNER RJ KIM EJ TEACHING DATA SCIENCE 2016"
"185","HAVILL J EMBRACING THE LIBERAL ARTS IN AN INTERDISCIPLINARY DATA ANALYTICS PROGRAM PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 9-14 2019","HAVILL J EMBRACING THE LIBERAL ARTS IN AN INTERDISCIPLINARY DATA ANALYTICS PROGRAM SIGCSE 2019-PROC 50TH ACM TECH SYMP COMPUT SCI EDUC PP 9-14 2019"
"186","HAVILL J EMBRACING THE LIBERAL ARTS IN AN INTERDISCIPLINARY DATA ANALYTICS PROGRAM PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 9-14 2019","HAVILL J EMBRACING THE LIBERAL ARTS IN AN INTERDISCIPLINARY DATA ANALYTICS PROGRAM SIGCSE 2019-PROCEEDINGS OF THE 50TH ACM TECH SYMP COMPUT SCI EDUC PP 9-14 2019"
"187","PHILIP TM OLIVARES-PASILLAS MC ROCHA J BECOMING RACIALLY LITERATE ABOUT DATA AND DATA-LITERATE ABOUT RACE DATA VISUALIZATIONS IN THE CLASSROOM AS A SITE OF RACIAL-IDEOLOGICAL MICRO-CONTESTATIONS COGNITION AND INSTRUCTION 34 4 PP 361-388 2016","PHILIP TM OLIVARES-PASILLAS MC ROCHA J BECOMING RACIALLY LITERATE ABOUT DATA AND DATALITERATE ABOUT RACE DATA VISUALIZATIONS IN THE CLASSROOM AS A SITE OF RACIAL-IDEOLOGICAL MICROCONTESTATIONS COGNITION AND INSTRUCTION 34 4 PP 361-388 2016"
"","PHILIP TM OLIVARES-PASILLAS MC ROCHA J BECOMING RACIALLY LITERATE ABOUT DATA AND DATA-LITERATE ABOUT RACE DATA VISUALIZATIONS IN THE CLASSROOM AS A SITE OF RACIAL-IDEOLOGICAL MICRO-CONTESTATIONS COGNITION AND INSTRUCTION 34 4 PP 361-388 2016","PHILIP TM 2016 COGNITION INSTRUCT V34 P361 DOI 101080/0737000820161210418"
"190","DANYLUK A LEIDIG P CASSEL L SERVIN C ACM TASK FORCE ON DATA SCIENCE EDUCATION DRAFT REPORT AND OPPORTUNITY FOR FEEDBACK PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 496-497 2019","DANYLUK A CASSEL L LEIDIG P SERVIN C ACM TASK FORCE ON DATA SCIENCE EDUCATION DRAFT REPORT AND OPPORTUNITY FOR FEEDBACK PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 496-497 2019"
"191","DANYLUK A LEIDIG P CASSEL L SERVIN C ACM TASK FORCE ON DATA SCIENCE EDUCATION DRAFT REPORT AND OPPORTUNITY FOR FEEDBACK PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 496-497 2019","DANYLUK A LEIDIG P CASSEL L SERVIN C ACM TASK FORCE ON DATA SCIENCE EDUCATION PROC 50TH ACM TECH SYMP COMPUT SCI EDUC-SIGCSE 19 PP 496-497 2019"
"192","DANYLUK A LEIDIG P CASSEL L SERVIN C ACM TASK FORCE ON DATA SCIENCE EDUCATION DRAFT REPORT AND OPPORTUNITY FOR FEEDBACK PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 496-497 2019","DANYLUK A LEIDIG P CASSEL L SERVIN C ACM TASK FORCE ON DATA SCIENCE EDUCATION DRAFT REPORT AND OPPORTUNITY FOR FEEDBACK IN PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 496-497 2019"
"193","DANYLUK A LEIDIG P CASSEL L SERVIN C ACM TASK FORCE ON DATA SCIENCE EDUCATION DRAFT REPORT AND OPPORTUNITY FOR FEEDBACK PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 496-497 2019","DANYLUK A LEIDIG P CASSEL L SERVIN C ACMTASK FORCE ON DATA SCIENCE EDUCATION DRAFT REPORT AND OPPORTUNITY FOR FEEDBACK PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 496-497 2019"
"36 ","DANYLUK A LEIDIG P CASSEL L SERVIN C ACM TASK FORCE ON DATA SCIENCE EDUCATION DRAFT REPORT AND OPPORTUNITY FOR FEEDBACK PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 496-497 2019","DANYLUK A LEIDIG P CASSEL L SERVIN C ACM TASK FORCE ON DATA SCIENCE DRAFT REPORT AND OPPORTUNITY FOR FEEDBACK PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION SIGCSE19 2019"
"37 ","DANYLUK A LEIDIG P CASSEL L SERVIN C ACM TASK FORCE ON DATA SCIENCE EDUCATION DRAFT REPORT AND OPPORTUNITY FOR FEEDBACK PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 496-497 2019","DANYLUK A LEIDIG P CASSEL L SERVIN C ACM TASK FORCE ON DATA SCIENCE DRAFT REPORT AND OPPORTUNITY FOR FEEDBACK PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION SIGCSE 19 2019"
"471","DANYLUK A LEIDIG P CASSEL L SERVIN C ACM TASK FORCE ON DATA SCIENCE EDUCATION DRAFT REPORT AND OPPORTUNITY FOR FEEDBACK PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 496-497 2019","DANYLUK A 2019 SIGCSE 19 PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION P496 DOI 101145/32873243287522"
"471","DANYLUK A LEIDIG P CASSEL L SERVIN C ACM TASK FORCE ON DATA SCIENCE EDUCATION DRAFT REPORT AND OPPORTUNITY FOR FEEDBACK PROCEEDINGS OF THE 50TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 496-497 2019","DANYLUK A LEIDIG P BUCK S CASSEL L DOYLE M HO TK MCGETTRICK A MCINTOSH S QIAN W SCHMITT K SERVIN C STEFIK A WANG H WITTENBACH J ACM DATA SCIENCE TASK FORCE DRAFT REPORT 2019"
"194","SEGEL E HEER J NARRATIVE VISUALIZATION TELLING STORIES WITH DATA IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS 16 6 PP 1139-1148 2010","SEGEL E HEER J NARRATIVE VISUALIZATION TELLING STORIES WITH DATA 2010"
"195","WEINTROP D BEHESHTI E HORN M ORTON K JONA K TROUILLE L WILENSKY U DEFINING COMPUTATIONAL THINKING FOR MATHEMATICS AND SCIENCE CLASSROOMS JOURNAL OF SCIENCE EDUCATION AND TECHNOLOGY 25 1 PP 127-147 2016","WEINTROP D BEHESHTI E HORN M ET AL DEFINING COMPUTATIONAL THINKING FOR MATHEMATICS AND SCIENCE CLASSROOMS JOURNAL OF SCIENCE EDUCATION AND TECHNOLOGY 25 1 PP 127-147 2016"
"196","WEINTROP D BEHESHTI E HORN M ORTON K JONA K TROUILLE L WILENSKY U DEFINING COMPUTATIONAL THINKING FOR MATHEMATICS AND SCIENCE CLASSROOMS JOURNAL OF SCIENCE EDUCATION AND TECHNOLOGY 25 1 PP 127-147 2016","WEINTROP D BEHESHTI E HORN M ORTON K JONA K TROUILLE L WILENSKY U DEFINING COMPUTATIONAL THINKING FOR MATHEMATICS AND SCIENCE CLASSROOMS J SCI EDUC TECHNOL 25 PP 127-147 2016"
"197","WING JM COMPUTATIONAL THINKING COMMUNICATIONS OF THE ACM 49 3 PP 33-35 2006","WING J M COMPUTATIONAL THINKING COMMUNICATION OF THE ACM 49 3 PP 33-35 2006"
"198","WING JM COMPUTATIONAL THINKING COMMUNICATIONS OF THE ACM 49 3 PP 33-35 2006","WING J M COMPUTATIONAL THINKING COMMUNICATIONS OF THE ACM 49 3 PP 33-35 2006"
"199","WING JM COMPUTATIONAL THINKING COMMUNICATIONS OF THE ACM 49 3 PP 33-35 2006","WING J COMPUTATIONAL THINKING COMMUNICATIONS OF THE ACM 49 3 PP 33-35 2006"
"200","WING JM COMPUTATIONAL THINKING COMMUNICATIONS OF THE ACM 49 3 PP 33-35 2006","WING J VIEWPOINT COMPUTATIONAL THINKING COMMUN ACM 49 3 PP 33-35 2006"
"201","WING JM COMPUTATIONAL THINKING COMMUNICATIONS OF THE ACM 49 3 PP 33-35 2006","WING JM COMPUTATIONAL THINKING COMMUN ACM 49 3 PP 33-35 2006"
"","WING JM COMPUTATIONAL THINKING COMMUNICATIONS OF THE ACM 49 3 PP 33-35 2006","WING JM 2006 COMMUN ACM V49 P33 DOI 101145/11181781118215"
"202","WISE AF EDUCATING DATA SCIENTISTS AND DATA LITERATE CITIZENS FOR A NEW GENERATION OF DATA JOURNAL OF THE LEARNING SCIENCES 29 1 PP 165-181 2020","WISE AF EDUCATING DATA SCIENTISTS AND DATA LITERATE CITIZENS FOR A NEW GENERATION OF DATA J LEARN SCI 29 1 PP 165-181 2020"
"203","BIEHLER R SCHULTE C PADERBORN SYMPOSIUM ON DATA SCIENCE EDUCATION AT SCHOOL LEVEL 2017 THE COLLECTED EXTENDED ABSTRACTS 2018","BIEHLER R SCHULTE C PERSPECTIVES FOR AN INTERDISCIPLINARY DATA SCIENCE CURRICULUM AT GERMAN SECONDARY SCHOOLS PADERBORN SYMPOSIUM ON DATA SCIENCE EDUCATION AT SCHOOL LEVEL 2017 THE COLLECTED EXTENDED ABSTRACTS PP 2-14 2018"
"204","BIEHLER R SCHULTE C PADERBORN SYMPOSIUM ON DATA SCIENCE EDUCATION AT SCHOOL LEVEL 2017 THE COLLECTED EXTENDED ABSTRACTS 2018","BIEHLER R SCHULTE C PERSPECTIVES FOR AN INTERDISCIPLINARY DATA SCIENCE CURRICULUM AT GERMAN SECONDARY SCHOOLS PADERBORN SYMPOSIUM ON DATA SCIENCE EDUCATION AT SCHOOL LEVEL 2017 THE COLLECTED EXTENDED ABSTRACTS PP 2-14 2017"
"205","BIEHLER R SCHULTE C PADERBORN SYMPOSIUM ON DATA SCIENCE EDUCATION AT SCHOOL LEVEL 2017 THE COLLECTED EXTENDED ABSTRACTS 2018","BIEHLER R ET AL PADERBORN SYMPOSIUM ON DATA SCIENCE EDUCATION AT SCHOOL LEVEL 2017 THE COLLECTED EXTENDED ABSTRACTS 2018"
"215","DE VEAUX RD AGARWAL M AVERETT M BAUMER BS BRAY A BRESSOUD TC BRYANT L CHENG LZ FRANCIS A GOULD R KIM AY KRETCHMAR M LU Q MOSKOL A NOLAN D PELAYO R RALEIGH S SETHI RJ SONDJAJA M TIRUVILUAMALA N ET AL CURRICULUM GUIDELINES FOR UNDERGRADUATE PROGRAMS IN DATA SCIENCE ANNUAL REVIEW OF STATISTICS AND ITS APPLICATION 4 1 PP 15-30 2017","DE VEAUX R AGARWAL M AVERETT M BAUMER B BRAY A BRESSOUD T SONDJAJA M CURRICULUM GUIDLINES FOR UNDERGRADUATE PROGRAMS IN DATA SCIENCE ANNU REV STAT APPL 4 PP 21-216 2017"
"216","TUKEY JW THE FUTURE OF DATA ANALYSIS THE ANNALS OF MATHEMATICAL STATISTICS 33 1 PP 1-67 1962","TUKEY JW THE FUTURE OF DATA ANALYSIS ANN MATH STAT 33 1 PP 1-67 1962"
"217","TUKEY JW ET AL EXPLORATORY DATA ANALYSIS 2 1977","TUKEY JW EXPLORATORY DATA ANALYSIS 1977"
"218","KHURI S VANHOVEN M KHURI N INCREASING THE CAPACITY OF STEM WORKFORCE MINOR IN BIOINFORMATICS PROCEEDINGS OF THE 2017 ACM SIGCSE TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 315-320 2017","KHURI S VANHOVEN M KHURI N INCREASING THE CAPACITY OF STEM WORKFORCE MINOR IN BIOINFORMATICS PROCEEDINGS OF THE CONFERENCE ON INTEGRATING TECHNOLOGY INTO COMPUTER SCIENCE EDUCATION ITICSE MAR PP 315-320 2017"
"219","RAMAMURTHY B A PRACTICAL AND SUSTAINABLE MODEL FOR LEARNING AND TEACHING DATA SCIENCE PROCEEDINGS OF THE 47TH ACM TECHNICAL SYMPOSIUM ON COMPUTING SCIENCE EDUCATION PP 169-174 2016","RAMAMURTHY B A PRACTICAL AND SUSTAINABLE MODEL FOR LEARNING AND TEACHING DATA SCIENCE IN 47TH ACM TECHNICAL SYMPOSIUM ON COMPUTING SCIENCE EDUCATION PP 169–174 2016"
"220","RAMAMURTHY B A PRACTICAL AND SUSTAINABLE MODEL FOR LEARNING AND TEACHING DATA SCIENCE PROCEEDINGS OF THE 47TH ACM TECHNICAL SYMPOSIUM ON COMPUTING SCIENCE EDUCATION PP 169-174 2016","RAMAMURTHY B A PRACTICAL AND SUSTAINABLE MODEL FOR LEARNING AND TEACHING DATA SCIENCE SIGCSE 16 2016"
"221","RAMAMURTHY B A PRACTICAL AND SUSTAINABLE MODEL FOR LEARNING AND TEACHING DATA SCIENCE PROCEEDINGS OF THE 47TH ACM TECHNICAL SYMPOSIUM ON COMPUTING SCIENCE EDUCATION PP 169-174 2016","RAMAMURTHY B A PRACTICAL AND SUSTAINABLE MODEL FOR LEARNING AND 47TH ACM TECH SYMP COMPUT SCI EDUC SIGCSE 2016 PP 169-174 2016"
"222","RAMAMURTHY B A PRACTICAL AND SUSTAINABLE MODEL FOR LEARNING AND TEACHING DATA SCIENCE PROCEEDINGS OF THE 47TH ACM TECHNICAL SYMPOSIUM ON COMPUTING SCIENCE EDUCATION PP 169-174 2016","RAMAMURTHY B A PRACTICAL AND SUSTAINABLE MODEL FOR LEARNING AND THE 47TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION SIGCSE 2016 PP 169-174 2016"
"","RAMAMURTHY B A PRACTICAL AND SUSTAINABLE MODEL FOR LEARNING AND TEACHING DATA SCIENCE PROCEEDINGS OF THE 47TH ACM TECHNICAL SYMPOSIUM ON COMPUTING SCIENCE EDUCATION PP 169-174 2016","RAMAMURTHY BINA 2016 PROCEEDINGS OF THE 47TH ACM TECHNICAL SYMPOSIUM ON COMPUTING SCIENCE EDUCATION SIGCSE16 P169 DOI DOI 101145/28395092844603"
"223","RUBEL LH LIM VY HALL-WIECKERT M SULLIVAN M TEACHING MATHEMATICS FOR SPATIAL JUSTICE AN INVESTIGATION OF THE LOTTERY COGNITION AND INSTRUCTION 34 1 PP 1-26 2016","RUBEL LH LIM VY HALL-WIECKERT M SULLIVAN M TEACHING MATHEMATICS FOR SPATIAL JUSTICE  AN INVESTIGATION OF THE LOTTERY COGNITION AND INSTRUCTION 34 PP 1-26 2016"
"224","SRIKANT S AGGARWAL V INTRODUCING DATA SCIENCE TO SCHOOL KIDS PROCEEDINGS OF THE 2017 ACM SIGCSE TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 561-566 2017","SRIKANT S AGGARWAL V INTRODUCING DATA SCIENCE TO SCHOOL KIDS IN PROCEEDINGS OF THE 2017 ACM SIGCSE TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 561-566 2017"
"225","SRIKANT S AGGARWAL V INTRODUCING DATA SCIENCE TO SCHOOL KIDS PROCEEDINGS OF THE 2017 ACM SIGCSE TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION PP 561-566 2017","SRIKANT S AGGARWAL V INTRODUCING DATA SCIENCE TO SCHOOL KIDS PROC CONF INTEGR TECHNOL INTO COMPUT SCI EDUC ITICSE PP 561-566 2017"
"226","BOYD D CRAWFORD K CRITICAL QUESTIONS FOR BIG DATA PROVOCATIONS FOR A CULTURAL TECHNOLOGICAL AND SCHOLARLY PHENOMENON INFORMATION COMMUNICATION & SOCIETY 15 5 PP 662-679 2012","BOYD D CRAWFORD K CRITICAL QUESTIONS FOR BIG DATA INFORMATION COMMUNICATION & SOCIETY 15 5 PP 662-679 2012"
"227","COBB GW THE INTRODUCTORY STATISTICS COURSE A PTOLEMAIC CURRICULUM TECHNOLOGY INNOVATIONS IN STATISTICS EDUCATION 1 1 2007","COBB G THE INTRODUCTORY STATISTICS COURSE A PTOLEMAIC CURRICULUM TECHNOLOGY INNOVATIONS IN STATISTICS EDUCATION 1 PP 1-17 2007"
"227","COBB GW THE INTRODUCTORY STATISTICS COURSE A PTOLEMAIC CURRICULUM TECHNOLOGY INNOVATIONS IN STATISTICS EDUCATION 1 1 2007","COBB G W 2007 TECHNOL INNOV V1 P1 DOI DOI 105070/T511000028 105070/T511000028"
"227","COBB GW THE INTRODUCTORY STATISTICS COURSE A PTOLEMAIC CURRICULUM TECHNOLOGY INNOVATIONS IN STATISTICS EDUCATION 1 1 2007","COBB G THE INTRODUCTORY STATISTICS COURSE A PTOLEMAIC CURRICULUM TECHNOL INNOV STAT EDUC 1 1 PP 1-15 2007"
"228","COBB G MERE RENOVATION IS TOO LITTLE TOO LATE WE NEED TO RETHINK OUR UNDERGRADUATE CURRICULUM FROM THE GROUND UP THE AMERICAN STATISTICIAN 69 PP 266-282 2015","COBB GW MERE RENOVATION IS TOO LITTLE TOO LATE WE NEED TO RETHINK OUR UNDERGRADUATE CURRICULUM FROM THE GROUND UP THE AMERICAN STATISTICIAN 69 4 PP 266-282 2015"
"229","COBB G MERE RENOVATION IS TOO LITTLE TOO LATE WE NEED TO RETHINK OUR UNDERGRADUATE CURRICULUM FROM THE GROUND UP THE AMERICAN STATISTICIAN 69 PP 266-282 2015","COBB GW MERE RENOVATION IS TOO LITTLE TOO LATE WE NEED TO RETHINK OUR UNDERGRADUATE CURRICULUM FROM THE GROUND UP THE AMERICAN STATISTICIAN 69 PP 266-282 2015"
